,,,,,Kötter I. (7005708300),Sansregret L. (6504037312),,
,,,,,Yavuz S. (7005988852),Kanu N. (6506799928),,
,,,,,Denton C. (7006031021),Loi S. (6701541838),,
,,,,,Farge-Bancel D. (7006109686),Swanton C. (7005912775),,
,,,,,Ullman S. (7006205522),Salgado R. (7006763069),,
,,,,,Cantatore F.P. (7006242584),Rowan A. (7103107884),,
,,,,,Rozman B. (7006708872),Gore M. (7201669340),,
,,,,,Burkhardt H. (7102062810),Larkin J. (8762665400),,
,,,,,Mathieu A. (7102213890),Quezada S.A. (12762916100),,
,,,,,Seidel M. (7102273712),Birkbak N.J. (37005365300),,
,,,,,Jimenez S. (7102380051),Turajlic S. (49862165700),,
,,,,,Valentini G. (7102929864),McGranahan N. (54956605300),,
,,,,,Novak S. (7103195661),Savas P. (56228357900),,
,,,,,Cutolo M. (7103329735),Litchfield K. (56422214500),,
,,,,,Black C. (7202128304),Rosenthal R. (57150146000),,
,,,,,Vacca A. (8080280100),Wong Y.N.S. (57194325167),,
,,,,,Damjanov N. (8503557800),Xu H. (57194347401),,
,,,,,Bielecka O.K. (8538884500),Chambers T. (57194347930),,
,,,,,Eyerich K. (8674537400),Reading J.L. (57206292773),,
,,,,,Hasler P. (8745970300),Al Bakir M. (57208932365),,
,,,,,Midtvedt Ø. (8932202500),Cross J. (7402348811),,
,,,,,Strauss G. (14631344800),Labbett W. (20734836400),,
,,,,,Opris D. (15756184400),Sowole L. (54781765800),,
,,,,,Otsa K. (15830124800),Davenport A. (55437680000),,
,,,,,Corrado A. (15830930100),Haque T. (55816915600),,
,,,,,Heitmann S. (16417136800),Patel M. (55922031100),,
,,,,,Martinovic D. (16417426000),O'Riordan A. (56240714400),,
,,,,,Himsel A. (16417495200),Catto J.W.F. (6603789337),,
,,,,,Rednic S. (16417734900),Van Poppel H. (7006019341),,
,,,,,Santamaria V.O. (16417842500),Bellmunt J. (7006039771),,
,,,,,Salvador M.J. (16417963800),De Santis M. (7101762336),,
,,,,,Üprus M. (22939478000),Grimm M.O. (7103386719),,
,,,,,Belloli L. (23134483900),Rouprêt M. (22836395900),,
,,,,,Mihai C.M. (23498262900),Ljungberg B. (35408207900),,
,,,,,Coleiro B. (23982115200),Hussain S.A. (36620349100),,
,,,,,Mallia C. (23982858000),Wirth M. (55531728600),,
,,,,,Avouac J. (23995253600),Vargas-Poussou R. (6602601686),,
,,,,,Szamosi S. (24282182600),Bockenhauer D. (6602980434),,
,,,,,Hunzelmann N. (24474793400),van't Hoff W.G. (7004098195),,
,,,,,De Souza Müller C. (24830252800),Del Favero J. (7004449531),,
,,,,,Ladner U.M. (25647910900),Jeunemaitre X. (7005820228),,
,,,,,Chapman P. (25722689600),Ashton E.J. (8644251700),,
,,,,,Garen T. (26221739800),Jenkins L.A. (9535391900),,
,,,,,Hein R. (26643568700),Godefroid N. (16177650300),,
,,,,,Wigley F.M. (34573902800),Roncelin I. (23062248900),,
,,,,,Cozzi F. (35271801400),Walsh S.B. (24588277800),,
,,,,,Caporali R. (35369730800),Rotthier A. (25924049900),,
,,,,,Caramaschi P. (35375354000),Venisse A. (26532132700),,
,,,,,Kucharz E.J. (35376407100),Schaefer F. (34572934300),,
,,,,,Meroni P. (35376419500),Zennaro M.C. (35515658700),,
,,,,,Hachulla E. (35377410100),Iancu D. (55147829300),,
,,,,,Ionescu R.M. (36196636800),Benoit V. (55788850000),,
,,,,,Krummel-Lorenz B. (36196835200),Dahan K. (55954231200),,
,,,,,Nicoara I. (36197148500),Devuyst O. (56994324400),,
,,,,,Sierakowsky S. (36197266600),Legrand A. (57188696129),,
,,,,,Hadj-Khelifa S. (36504148300),Kleta R. (57207559231),,
,,,,,Busquets J. (37024069600),Ebbels T.M.D. (6602879859),,
,,,,,Iversen L. (55180566700),Daviglus M. (7003737941),,
,,,,,Carreira P.E. (55192600900),Van Horn L. (7007054173),,
,,,,,Gurman A.B. (55381867100),Stamler J. (7201521272),,
,,,,,Gabrielli A. (55759844600),Holmes E. (7201667063),,
,,,,,Stoica V. (55839909400),Bictash M. (24279662700),,
,,,,,Smith V. (56181329700),Elliott P. (26643338400),,
,,,,,Zenone T. (56186160600),Nicholson J.K. (36037157800),,
,,,,,Agachi S. (56231186900),Wijeyesekera A. (39162280500),,
,,,,,Rubio S.R. (56231223300),Posma J.M. (55044497300),,
,,,,,Westhovens R. (56478564700),Ueshima H. (55166257800),,
,,,,,Popescu M. (56585381300),Garcia-Perez I. (55305672200),,
,,,,,De La Puente C. (57060382500),Zhao L. (55739485100),,
,,,,,Baresi M. (57060448500),Chan Q. (57201784935),,
,,,,,Stamenkovi B. (57060479100),,,
,,,,,Szücs G. (57189695808),,,
,,,,,Tyndall A. (57197276240),,,
,,,,,Riemekasten G. (57203073213),,,
,,,,,Stankovic A. (57206338734),,,
,,,,,Da Silva J.A.P. (57207180007),,,
,,,,,Montecucco C. (57207606647),,,
,,,,,De La Peña Lefebvre P.G. (57211415473),,,
,,,,,Pozzi M.R. (57214599895),,,
,,,,,Braun-Moscovici Y. (57221237292),,,
