Bose S. (7401626610),Minthon L. (7003614157),Smith M. (57212869201),Hassan L. (36801587800),Szarkowska A. (54416458200),Cundy T.P. (55642413300),Doheny K.F. (6601912943),Madhi S.A. (7003343959),Tchorbanov A. (6603347197)
Paternostro M. (8550716400),Hansson O. (7006190615),Sasse M. (7003530277),Corvin A. (54384980500),Krejtz K. (55258716700),Hughes-Hallett A. (55694086700),Gago-Dominguez M. (6601947593),Slobod K. (7003846114),Hanstein B. (6603415395)
Banchi L. (8910867800),Kornhuber J. (7007179429),Pfleeger S. (7004032813),Davis K. (55303088100),Pilipczuk O. (56018914300),Rossetto T. (7801656850),Castelao J.E. (6602099919),Heyderman R.S. (7005251165),Hardiman P. (7004362571)
Innocenti L. (55668289300),Portelius E. (12806782700),Ammann P. (7007049030),Wölbert E. (55835319900),Dutka Ł. (57190034357),Melo J. (12039997100),Czene K. (6602199867),Cutland C. (9243286600),Todorov P. (23991709200)
Batty M. (7005713858),Spitzer P. (22951538500),Caputo D. (25652963100),McIntosh A.M. (56208173500),Arno G. (6508145987),Varum H. (23135674700),MacInnis R.J. (6602519603),French N. (34975060700),Isachenko V. (35501636200)
Curtze S. (6506485992),Lelental N. (50461731700),Deng L. (55142608500),Geddes J.R. (56883972800),Manson F. (6603743798),Dai S. (13612508600),Lissowska J. (6602685552),Koen A. (37077618500),Isachenko E. (55453742800)
Koikkalainen J. (6603098087),Lewczuk P. (55156917800),Offutt J. (55375749200),Rokem A.S. (6507945628),Lise S. (6701624432),Zhang M. (24479149600),Rack B. (6603407613),Jose L. (56344586700),Mallmann P. (55912811200)
Korvenoja A. (6603572683),Blennow K. (56415176000),Camacho D. (7003774102),Chen P.P. (7408352481),Toomes C. (6701849098),Liu J. (54387020500),Burwinkel B. (6603547962),Olugbosi M. (56928440500),Salama M. (56689318000)
Pantoni L. (7004486153),Kvartsberg H. (56520148100),Menéndez H. (42661760100),Keane P.A. (24480921100),McKibbin M. (7004041333),Huang J. (56449564300),Tamimi R.M. (6701481264),Wittke F. (57076644500),Merzenich M. (56779725500)
Wahlund L.O. (7006588606),Hellwig K. (56702388500),Martín A. (57143182900),Lee A.Y. (26635526200),Inglehearn C. (7005833622),Lu Z. (57208131948),Flesch-Janys D. (6701528883),Mboizi R. (57112502800),Getreu N. (57192269036)
Barkhof F. (7102989379),Nigra M. (12803447700),Hailes S. (6602657397),Wen J.C. (56437848300),Halford S. (7006235933),Dupont P. (7102717038),Haiman C.A. (6701722861),Kayambo D. (57112674600),Jayasinghe S.N. (7005843306)
Lötjönen J. (8324761200),Coppens M. (54790515100),Tuptuk N. (14632806300),Lee C.S. (56472056400),Downes S. (7006919830),Bergeles C. (26422797000),Meijers-Heijboer H. (6701731001),Whittlesea C. (6507777030),Slatter M.A. (6507443729)
Marinkovic I. (23980183900),Lynch M. (57191286391),Hone K. (6602568656),Wu Y. (57194851622),Black G. (7102294178),Fagogenis G. (35104821300),Easton D.F. (6701783006),Cavell G. (6602548396),Grandage V. (6508363080)
Melkas S. (24381877400),Liu J. (57191287640),Szczepura A. (6701683720),Xiao S. (57208175773),Plagnol V. (16402494600),Amirat Y. (7003336093),Guénel P. (6701913925),Arenas-López S. (7801622768),Formankova R. (6602573130)
Jokinen H. (35464245000),Hosomichi K. (6603222192),Sadiq S.T. (7006420323),Laplante-Lévesque A. (6506488140),Fiorentino A. (34881748700),Bikakis A. (11641015900),Fasching P.A. (7003320928),Rashed A.N. (54584268300),Amrolia P.J. (6602889677)
Sibolt G. (55363308000),Jinnin M. (6701798015),Sutcliffe L. (18438660400),Bibas A. (6603409494),Sergouniotis P. (35323321400),Patkos T. (23390146200),Mavroudis D. (7003472147),Tomlin S. (55404681700),Hambleton S. (6701543518)
Erkinjuntti T. (55643278300),Goto D. (7003728688),Gkatzidou V. (35145608800),Bamiou D.E. (6701719104),Poulter J. (35784796900),Chibani A. (34167721100),Mannermaa A. (7003508848),Collino M. (6506832448),Sedlacek P. (7004099885)
Pitkänen J. (56288621600),Mabuchi T. (7005100053),Sonnenberg P. (35556409600),Pontoppidan N.H. (8390756800),Khan K. (36646250000),Sabri L. (36081143400),Kristensen V.N. (7003526321),Romualdi P. (7003451533),Brogan P. (7004602186)
Nieminen T. (57203162629),Kuwana M. (7007110532),Gibbs J. (56443440100),Ploumidou K. (15127570900),Pontikos N. (37665820900),Ayari N. (36611243700),Dos-Santos-Silva I. (7003647992),Canonico P. (7007019943),Flood T.J. (7005277422)
Scheltens P. (57204745168),Takehara K. (7102545002),Estcourt C. (57205874518),Kikidis D. (25521861600),Hall G. (55675208000),Bouznad S. (55601830400),Southey M.C. (7003842049),Dickenson A. (7101706308),Lucchini G. (7005358339)
Schmidt R. (57212615213),Asano Y. (7401729092),Kostkova P. (6506790018),Murdin L. (56133414300),Yu J. (56131132800),Mottrie A. (6602157982),Tollenaar R.A.E.M. (7003894286),Grilli M. (35579845200),Glanville J.M. (7005662568)
Rueckert D. (57219777292),Fujimoto M. (7401866712),de Lusignan S. (7003334937),Dritsakis G. (56548957100),Ingram S. (56400512100),Schanne F. (6603930155),Aronson K.J. (7003920458),Titchener-Hooker N. (7006132344),Cant A.J. (7006244214)
Kokkinos I. (9250105400),Kawaguchi Y. (7401964647),Sasse A. (7003530277),Koloutsou N. (57148300500),Moghul I. (57188684966),Maatman T.J. (6701657358),Hillemanns P. (7003921576),Sunasara K. (8088933600),Carpenter B. (7102495795)
Vilaplana V. (23394280500),Hasegawa M. (7403099623),McKendry R.A. (7006090296),Lagnado D. (6507379819),Ali M. (57189682352),Balbay M.D. (6701788548),Gapstur S.M. (7004025701),Mukhopadhyay T. (8410544700),Hough R. (9941088900)
Puch S. (57194089719),Nakagawa S. (12143870400),Fottrell E. (16021923800),Fenton N. (7003719812),Lord E. (57190865561),Rha K.H. (7003388459),Hamann U. (7004306193),Berrill A. (24068762600),Nademi Z. (15820973300)
Aduriz A. (57194092579),Mano S. (15071280100),Koczan P. (20433934100),de Zoete J. (56037205000),Gillespie R. (57193138490),Hosseini A. (7004469810),Nevanlinna H. (7004551802),Coffman J. (24447758200),Friswell M. (18436336300)
Casamitjana A. (57194097722),Ueda M.T. (26325135800),Stevenson O. (36785569300),Noguchi T. (57207695149),Clark T. (57195228484),Kaouk J. (7004752633),Winqvist R. (7004554012),Noyes A. (55894010400),Ladomenou F. (21741217500)
Keane P.A. (24480921100),Ihn H. (26642945900),Chaytor S. (55618984800),Wedderburn L. (7004250589),Mughal S. (57196095634),Peabody J.O. (7005694750),Peto J. (7004822955),Godavarti R. (56194169000),Marsh R. (26435326700)
Balaskas K. (35221042600),Takahashi H. (35354329800),Velho R. (57189594874),Valcarcel B. (24340185900),Hardcastle A.J. (57197636332),Gaboardi F. (7007111890),Caldés T. (7004899792),Huffman B. (56637921000),Chiesa R. (55362669500)
Jill Hopkins J. (57218484945),Bahram S. (35394150000),Goldacre B. (57203032777),De Iorio M. (54790582600),van Heyningen V. (57200153020),Hemal A. (7101961693),Goldgar D.E. (7005103817),Merchant N. (56724676200),Abinun M. (55880862200)
Sapiro G. (7005450011),Endo H. (35444531500),Tooke J. (57213022616),Gallot N. (57201990371),Michaelides M. (57202482672),Dasgupta P. (7201405986),Rennert G. (7005198718),Basit A. (7003826707),Silva J.M.F. (57184751000)
Giryes R. (33767616100),Oka A. (55205880800),Hart G. (57219267044),Camacho D. (7003774102),Cheetham M.E. (57204676942),Menon M. (7201993025),Chenevix-Trench G. (7005348926),Sousa J. (7202617786),Chandra S. (57199285872)
Sokolić J. (57038643100),Sato S. (55534718500),Ross E. (57219268502),Otero F. (22734530000),Webster A.R. (57208891770),Kelly J. (7404901815),Devilee P. (7005413117),Veiga F. (35567448700),Gennery A.R. (57202369449)
Rodrigues M.R.D. (57210526627),Ishikawa O. (57191240717),Brewer H. (57219268711),Menéndez H. (42661760100),Gregory D.S. (57212626471),Wagner A. (8667146200),Jakubowska A. (7005527281),Murdan S. (55078653600),Veys P. (57203102921)
Hamer M. (8502496600),Beck S. (57193033325),Marsolier C. (57219270166),Clarkson M.J. (7006920406),Nemeth A. (57219445987),Canda A.E. (9637696900),Lubinski J. (7005557039),Afonso-Pereira F. (56205649000),Rao K. (57218180806)
Fitzsimons E. (22940991500),Yamamoto T. (57209061577),Knight P. (57220661311),Weitz J. (7102347790),Jia Y. (25822621600),Guru K.A. (15725274500),Swerdlow A.J. (7005719014),Robotham J.V. (7006629230),Wedderburn L.R. (57220342059)
Sabia S. (24339408800),Paiardini A. (6506601279),Sullivan R. (57220716389),Davidson B.R. (7402965763),Henard C. (44461422100),Wijburg C.J. (16204601200),Wolk A. (7005802145),Hopkins S. (7202260726),Slatter M. (6507443729)
Van Hees V. (56904096900),Grottesi A. (6602553591),Lupu E. (6603689476),Welsch T. (12778831900),Traon Y.L. (55664084100),Richstone L. (16305402100),Couch F.J. (7005841005),Smieszek T. (12765885300),Pötschger U. (6602095305)
Van Kuppevelt D. (57199416146),Bertoldi M. (7003443064),Rashid A. (7102299639),Gurusamy K. (16301178800),Papadakis M. (57197295611),Saar M. (24485669800),Rennert H.S. (7006063999),Muller-Pebody B. (20735229800),Lankester A. (7003607459)
Heywood J. (57205373999),Montioli R. (23009423000),Chivers H. (8915603300),Speidel S. (22433983800),Zhang J. (36505536200),Yuh B. (24765827400),Le Marchand L. (7006229986),Pouwels K.B. (55307519300),Sykora K.W. (7005510047)
Mumovic D. (14040664500),Borri Voltattorni C. (56366515100),Lewis M. (18437606000),Maier-Hein L. (22634618600),Roychoudhury A. (7005260419),Stockle M. (34572946600),Brauch H. (7006278602),Vukmanovic-Stejic M. (6507455433),Zecca M. (7006091759)
Kimpian J. (54393240600),Rossignoli G. (57188650852),Peersman C. (54585903500),Riediger C. (24077032600),Tan S. (42162322300),Pini G. (35146723200),Chang-Claude J. (7006409966),Mabbott N.A. (7003655701),Cant A. (7006244214)
Das P. (56418836000),Bisello G. (57194416521),Martin A. (55708419000),Bodenstedt S. (38560976600),Böhme M. (55321057200),Wiklund P. (35303958500),Spinelli J.J. (7006647999),Rustin M.H.A. (7006463634),Skinner R. (7202587597)
Paterson G. (57213310878),Shepherd F.A. (7101805167),Danezis G. (57200734488),Engelhardt S. (56200795700),Yi J. (55533068800),Wilson T. (55251666100),Sawyer E.J. (7007039361),Akbar A.N. (7006856048),Peters C. (7402558760)
Rueckert D. (7004895812),Tsao M.S. (7102152241),May-Smith T. (6505897974),Roß T. (56599889900),Mechtaev S. (57021983800),Poulakis V. (55901283000),Anton-Culver H. (7007039977),Krueger J. (7201666842),Boztug H. (55249715600)
Cerrolaza J. (23395863100),O'Callaghan C.J. (7102720769),Petropoulos P. (7004549449),Robu M.R. (57193906165),Chicano F. (19638250500),Redorta J.P. (56871334000),Nordestgaard B.G. (7007170557),Suarez-Farinas M. (10140242800),Glogova E. (56043166300)
Kainz B. (25937325100),Ding K. (7103197856),Zervas G. (9274397600),Pfeiffer M. (57201252654),Faust S.N. (7006081265),Hussein A.A. (56883871500),Simard J. (7101978062),Fuentes-Duculan J. (14017956800),Wachowiak J. (56265101500)
Oktay O. (36782675600),Lee S.M. (7601389313),Simeonidou D. (12784155200),Funke I. (57203149305),Curtis N. (7102229084),May P.R. (57193066917),Kosma V.M. (7102092260),Chambers E.S. (36625044000),Coathup M. (6603029220)
Gomez A. (55429442800),Bradbury P.A. (16443875300),Hugues-Salas E. (35219784900),Strenger L. (57212005006),Marshall B. (7202280116),Ahmed Y.E. (57193763162),Whittemore A.S. (7102391407),Sandhu D. (55565965500),Lancashire H. (17534441200)
Knight C. (55750027100),Ellis P.M. (35749667700),Jain S. (37093228900),Turner R. (7404556631),Williams A. (7405838957),Kawa O. (57194225529),Seal S. (7102592436),Patel N.P. (57198804168),Osagie L. (36651486400)
Matthew J. (57192071101),Zer A. (37035570000),Rancano V. (54407259600),White I. (35235524000),Clifford V. (26422792000),Tan W.S. (57201942956),John E.M. (7102925001),Bachmann M.F. (8763194900),Sanghani-Kerai A. (57193155068)
Dobson R. (8931612400),Seymour L. (55921011800),Rahimzadeh Rofoee B. (54684934300),Spiegelhalter D. (35491822900),Mansour S. (36787177700),Khan M.S. (57217663319),Pharoah P.D.P. (7102929844),Mohsen M. (57193510080),Blunn G. (57206307303)
Wu H. (34874014100),Hackshaw A. (57204025378),Yan Y. (55625791200),Higgins J. (55616553600),Tebruegge M. (55911967000),Kulendra E.R. (24081016900),Engel C. (7102989729),Gomes A.C. (57193513675),McCreary D. (57220388030)
Iqbal E. (56884540400),Han L. (57212641603),Saridis G. (56115136200),Rhodes K. (56354767100),De Graaf H. (55982722800),Meeson R.L. (26429775100),Schmutzler R.K. (7103336805),Noon L.A. (6507235512),Shephard J. (6701751922)
Pandey C. (57195101070),Goss G.D. (57220436193),Peters A. (56438680300),Jackson D. (56683717800),Allan R.N. (56352365700),Beever L.J. (56515330100),Brenner H. (7201832825),Burks D.J. (7004054762),Hand D. (7102878158)
Ibrahim Z. (57211618186),Hietschold S. (6505556083),Yan S. (56926913200),Falcón C. (7004440398),Coelho T. (56573779800),Ruiz-Pérez L. (15063332400),Cai Q. (7201853606),Galán Albiñana A. (7005682242),Góra W. (44761297500)
Musolesi M. (9743656700),Mikaszewska-Sokolewicz M. (6507827438),Shu Y. (57206465295),Ashburner J. (7004536701),Edwards A. (57193384716),Poma A. (36504922400),Hopper J.L. (7201924128),Leal Tassias A. (35300011700),McDonald A. (55413384500)
Tejos C. (6506111269),Delarue S.M. (6602993657),Richardson D. (57209551557),Pomarol-Clotet E. (8873538700),Ball D. (57193394290),Rodríguez-Arco L. (36621316600),Hoover R.N. (7202691823),Acosta Umanzor C. (55308043200),Konstantinidis A. (26026005600)
Cárcamo C. (10044893500),Brealey D. (6603308208),Elbe S. (6506772233),Monté-Rubio G.C. (16230550200),Elkington P. (57194531731),Ngamkham K. (55520641300),Benitez J. (7203010415),Forteza Vila J. (56667307100),Vassiljev N. (36127143900)
Sitaram R. (15835525200),Zacharowski K. (6603812189),Roberts S.L. (57193200012),Chow A. (36146863600),Gao Y. (57200726133),Scarpa E. (57190968757),Cunningham J.M. (7402342190),Arámbul-Anthony M.J. (57205717572),Zheng Y. (55633752000)
Cruz J. (51260961600),Schrenzel J. (7004121246),Blair L. (7006802519),Cui F. (57204930008),Vergilio S. (6506290092),Battaglia G. (57204254218),Olson J.E. (7402883190),Borreda Gascó I. (57205723990),Griffiths J. (56216563500)
Uribe S. (55122312100),Renzi G. (7005552292),Noble J. (7202238195),Ottaviano F. (57204934343),Pozo A. (13404845400),Simmonds J. (20434379700),Long J. (7403446542),Manzano-Núñez F. (57205724637),Abuchi S. (56925574500)
Dalboni da Rocha J. (55944485700),Ecker D.J. (7007056640),Weir C. (55534024800),Hervás-Martínez C. (6603240334),Guizzo G. (56310164700),Billings S. (56435608900),Hall P. (7403694791),Herrera A. (57205724854),Speller R. (57205908360)
Ciampi E. (56292008200),Millar M.R. (7102417500),Becker I. (57194332865),Briceño J. (7003903814),Fritsche G. (57188831644),Bartholomew J. (56435704300),Scott R.J. (7404341627),Bhattacharya S. (7404284513),Gilleece M. (6603562039)
Montalba C. (57164068500),Simon F. (7201952501),Courtois N. (8953494400),Ciria R. (23472606900),Lambiase P.D. (6603130488),Deane J. (56435763900),Eliassen A.H. (8067876900),Datta S. (8339551100),Madrigal A. (6603778666)
Labbé T. (57200494904),Singer M. (7401654716),Mourouzis T. (49863879900),Gutiérrez P.A. (23473354200),Theuns D.A.M.J. (6603638449),Asghari Oskoei M. (24448265300),Håkansson N. (8626646800),Chatterjee S. (36125880700),Snowden J.A. (7005452706)
Zurita M. (57203589669),Vincent J.L. (7403122266),Ioannidis C. (6603594047),Pérez-Ortiz M. (35068542300),Boersma L.V.A. (7004921270),Basiri A. (55626206500),Lux M.P. (8746075900),Ahmed R. (56597485700),Greenfield D. (12647138100)
Windeatt T. (6603872952),Sampath R. (8135268200),Caulfield T. (56235823000),Dorado-Moreno M. (55135779200),Herre J.M. (7006226769),Li L.L. (57204828299),Bermisheva M. (8775533800),Agarwal S. (57155667600),De Silva T.I. (24334850600)
Zor C. (34871084000),Meybohm P. (15023032800),Pym D. (57207511534),Alis C. (26532256800),Barr C.S. (7101663676),Bassiri A. (57204829203),González-Neira A. (12242233900),Agarwal N. (57201395231),Peggs K. (35416735200)
Camgoz N. (56565367100),Chalfin D.B. (15850218100),Mathy L. (6701789212),Liu K. (56539060900),Knight B.P. (7201940628),Ioannou Y. (7003289700),Beesley J. (16021347300),Ramaiya K. (6603221534),Peniket A. (55880762100)
Hansen D.F. (25924919300),MacCallum N.S. (23474184700),De Cristofaro E. (17433897300),Boehm J. (57147072600),Gold M.R. (7402444113),Hall-Craggs M.A. (7005861491),Figueroa J. (16021981100),Motala A. (7003996255),Anthias C. (56020759700)
Kunz H. (7202518992),Murphy R. (23482466300),Soldani C. (23978746600),Ourselin S. (6602233595),Burke M.C. (7402868775),Atkinson D. (7202372276),Torres D. (16023317400),Unwin N. (7005647981),Hamblin A. (56938282500)
Taylor P. (7404775085),Lelubre C. (23489437200),Kaafar M. (24338380900),Vercauteren T. (23010613000),Weiss R. (7404027538),Sen D. (12783147500),Mulligan A.M. (16199994100),Gale E. (7102330202),Miller P.D.E. (57193114488)
Acosta D. (12752676200),Libert N. (24399489300),Asghar H. (35975578500),Wang G. (55682589900),Leon A.R. (26642924200),Punwani S. (17036141700),Eccles D.M. (17934310900),Wild S. (7103086309),Bulstrode N.W. (6602164371)
Nguyen V. (57201942712),Peigne V. (25226166500),Melis L. (57189250325),Li W. (55823995400),Knops R.E. (36473286400),Vendhan K. (55975529200),Neuhausen S.L. (23024609100),Yudkin J.S. (24728579800),Gomez S.G. (7102183716)
Arezzo A. (6701795382),Hari M.S. (35365083600),García-Teodoro P. (6507688555),Thomas M.G. (8606206600),Husby M. (56163281500),Bray T.J.P. (57130300100),Li B. (23479764000),de Courten M. (55747964200),Ferretti P. (35583510100)
Menciassi A. (7004244810),O'Dwyer M. (56076180000),Camacho J. (35363432300),Diekmann Y. (16307081300),Stein K.M. (57213685372),Roberts J. (57220774380),Saloustros E. (25623654600),Tesfaye S. (56276747500),Vagaska B. (40262607700)
Koulaouzidis A. (14627591700),Merat S. (56284534400),Suárez-Tangil G. (42662353700),Migliano A.B. (23393347700),Cimatti A. (7005229596),Cropper M. (7004529134),Kerin M.J. (26631163000),Gill G. (57203183880),Alvarez-Gonzalez C. (57195075220)
Mazomenos E. (35097627900),Krams D. (56661083100),Cavallaro L. (56228032600),Gerbault P. (29067796800),Griggio A. (23392386200),Pasetto S. (8589115100),Christiansen H. (26643550700),Boylan G.B. (6602292136),New S.E.P. (57197671640)
Ciuti G. (35098386200),Abidi N.E. (56906778000),Dash S. (57192250213),Page A.E. (56644063000),Su Z. (7402248744),Minchev I. (15078369500),Cheng T.Y.D. (27170612200),Cryan J.F. (7003307517),Hoppe A. (20334512600)
Dario P. (36040468400),Nattino G. (57189693546),Egele M. (14049729900),Chaudhary N. (56644264400),Li B. (9334814500),Grand R.J.J. (54898652700),Ziogas A. (35263439400),Griffin B.T. (14030252400),Heller D. (36673030800)
Caliò R. (56073871800),Adamczyk A. (57190747704),Stringhini G. (36810977700),Dyble M. (56644965300),Qiu D. (36618249400),Hunt J.A.S. (55668131500),Vachon C. (35270550500),O'Brien F.E. (54784955500),Banerjee S. (53363223100)
Bianchi F. (57189889091),Raic J. (57191285486),Koch W. (57192166229),Smith D. (57212224107),Merayo M. (14037866800),Kawata D. (57203073684),Fletcher O. (35285424700),Donovan M.D. (55971997200),Mao Y. (55459037100)
Brandao P. (57194468794),Pellegrini J. (57195692620),Kolodenker E. (57194776877),Cederman L. (6602313667),Krinke J. (6603760534),Grammenos R. (36026724200),Blomqvist C. (35373975300), (null),Tetley R. (56853688900)
Stoyanov D. (57203105770),Koch S. (57195693072),Carr M. (55859713100),Bormann N. (55603575000),Ragkhitwetsagul C. (56422351700),Pittokopiti M. (57210797805),Daly M.B. (35375546500),Faccenda E. (6507010871),Staddon M. (57191558257)
Masouros C. (23009493900),Franco F. (57195693092),Sridharan S. (9043906300),Vogt M. (56513312500),Clark D. (57213931369),Hamilton A. (38060964400),Khusnutdinova E. (35381528600),Pawson A.J. (6602157478),Farid S.S. (7005343335)
Andreopoulos Y. (57207530477),Europe A. (57195693151),Sebire N.J. (57049165000),Hunziker P. (56819902600),Paixao M. (55837555300),Forbes P. (57164501700),Olopade O.I. (35392542100),Anderton S. (7003918967),Smith D. (7410359398)
Mohammad A. (57218528181),Chithambaran V. (57195694065),Priestman W. (57202645718),Rüegger S. (56820141600),Han D. (55892312600),Krishnan-Barman S. (57193121246),Gusev A. (35725366300),Southan C. (7004000701),Chen A. (35204639100)
Stanciulescu B. (7801353541),Daniel K. (57195694224),Anstis T. (57210882882),Girardin L. (57191351396),Wu F. (56244710800),Yang G. (55539304100),Fachal L. (35748306900),Doerig C. (7004356579),Tan K.Y. (37001421100)
Hernández M. (8616779200),Vieilleville T. (57195694258),Sebire I.G. (57210896741),Palmer D.H. (8753793600),Nanavati J. (57220125326),Lin F. (57037577000),Kaaks R. (36064172000),Spedding M. (7005213217),Carmen J. (55829144200)
Szolna A. (14032568700),Luchetti M. (57195694329),Tseloni A. (6602259550),Faluyi O. (12774463600),Spinellis D. (35566637400),Swapp D. (6508057689),Li J. (36477499900),Levi-Schaffer F. (7006608156),Fitzpatrick I. (55888884800)
Salvador R. (23005852100),Arbaoui N. (57195694511),Tilley N. (6602765847),Ma Y.T. (24401287800),Kechagia M. (36634273100),Pawar V. (13607280000),Milne R.L. (36640290600),Fabbro D. (7006688468),Lipsitz Y.Y. (56711905800)
Bulters D. (23018247600),Boyer V.N. (57195694799),Farrell G. (7102979821),Edeline J. (25629541100),Barr E.T. (7005643860),Steed A. (18435050200),Edwards S.L. (36779428200),Bryant C. (7103310191),Milligan W.D. (57190295853)
Sarmiento R. (35609452100),Spronck P.E. (57195695144),Evans E. (36930351400),Blanc J.F. (36079737500),Brownlee A.E.I. (19638592200),Friston S. (56095032700),Barfield R.T. (54882229000),Davies J.A. (7404983017),Mooney C. (57195671483)
Juárez E. (36447485600),Kite V. (57195695245),Thompson R. (56493676900),Campillo-Gimenez B. (51565776900),Wagner M. (55238331400),Webb M.S.L. (13907244800),Schneeweiss A. (55113126600),Alexander S.P.H. (10539802900),Fink J. (57195681849)
Bulstrode H. (48861007100),Saura V.J.M. (57195695286),Krinke J. (6603760534),King J. (57190050566),White D.R. (55538156100),Dewan V. (39561021200),Rozali E. (55217828000),Sharman J.L. (18038776000),Stalmeijer E. (57195685094)
Kabwama S. (54410696000),Rost M. (57195695873),Dodier-Lazaro S. (55745774900),Mathurin J. (57195954854),Alexander B. (57193781708),Gella S. (57214227999),Schmidt M.K. (55312657600),Gray A.J.G. (25521946600),Perry R. (57212688360)
Kiran B.R. (55347916400),Durand D. (57195696246),Ausloos J. (55151562800),Ghazi S. (57195955635),Tadolini M. (6602902675),Malik A. (57214231420),Clarke C.L. (55324126300),Davenport A.P. (35271461400),Lopez-Lopez M.T. (7006396762)
Yang G.Z. (55539304100),Vivies G. (57195696278),Veale M. (57073209400),Meyer T. (57199899475),Codecasa L.R. (6603665951),Prakash D. (57214231975),Jones K. (55471864600),Ireland S. (57193588135),Duran J.D.G. (7101940758)
Callicó G.M. (56006321500),Schreuder T. (57195696407),Binns R. (57189002981),Roberts S. (57193200012),Brunetti E. (7003794243),Kipps C. (57214233539),Goldberg M.S. (55509648100),Harding S.D. (57196118114),Rodriguez I.A. (7102747450)
Fabelo H. (56405568500),Goodchild M. (57195696558),Spring J.M. (56165471900),Kirton S. (6603120332),Goletti D. (7004262091),Bennett S. (7403105607),Peterlongo P. (55573220000),Bruce L. (57200331158),Rodriguez-Arco L. (36621316600)
Piñeiro J.F. (57189323824),Wilks M. (57204264962),Hatleback E. (56989818100),Zloh M. (6603596752),Cirillo D.M. (7005158262),Hayes S. (8629701800),Beckmann M.W. (55581184800),Yeung S. (7102767741),Carriel V. (43860983400)
Ortega S. (57189334144),Pugin J. (57206228584),Legré M. (7003833104),Stair J. (45761564800),Lipman M. (7005890471),Bird G. (17342102400),Untch M. (55625731100),Pollard A. (7103193821),Kuzhir P. (55759511643)
